id;Source;GENDER;COUNTRY;COUNTRYTIME;NATION;TEAM;TEAMNATIONS;VTEAM[SQ001];VTEAM[SQ002];VTEAM[SQ003];VTEAM[SQ004];VTEAM[SQ005];VTEAM[SQ006];ROLE;ROLE[comment];CUSTOMERS;VALUESM[SQ001];VALUESM[SQ002];VALUESM[SQ003];VALUESM[SQ004];VALUESM[SQ005];VALUESM[SQ006];VALUESM[SQ007];VALUESM[SQ008];VALUESM[SQ009];VALUESM[SQ010];VALUESM[SQ011];VALUESM[SQ012];VALUESM[SQ013];VALUESM[SQ014];VALUESM[SQ015];VALUESM[SQ016];VALUESM[SQ017];VALUESM[SQ018];VALUESM[SQ019];VALUESM[SQ020];VALUESM[SQ021];VALUESM[SQ022];VALUESM[SQ023];VALUESM[SQ024];VALUESM[SQ025];VALUESM[SQ026];VALUESM[SQ027];VALUESM[SQ028];VALUESM[SQ029];VALUESM[SQ030];VALUESM[SQ031];VALUESM[SQ032];VALUESM[SQ033];VALUESM[SQ034];VALUESM[SQ035];VALUESM[SQ036];VALUESM[SQ037];VALUESM[SQ038];VALUESM[SQ039];VALUESM[SQ040];VALUESM[SQ041];VALUESM[SQ042];VALUESM[SQ043];VALUESM[SQ044];VALUESM[SQ045];VALUESM[SQ046];VALUESM[SQ047];VALUESM[SQ048];VALUESM[SQ049];VALUESM[SQ050];VALUESM[SQ051];VALUESM[SQ052];VALUESM[SQ053];VALUESM[SQ054];VALUESM[SQ055];VALUESM[SQ056];VALUESM[SQ057];VALUESF[SQ001];VALUESF[SQ002];VALUESF[SQ003];VALUESF[SQ004];VALUESF[SQ005];VALUESF[SQ006];VALUESF[SQ007];VALUESF[SQ008];VALUESF[SQ009];VALUESF[SQ010];VALUESF[SQ011];VALUESF[SQ012];VALUESF[SQ013];VALUESF[SQ014];VALUESF[SQ015];VALUESF[SQ016];VALUESF[SQ017];VALUESF[SQ018];VALUESF[SQ019];VALUESF[SQ020];VALUESF[SQ021];VALUESF[SQ022];VALUESF[SQ023];VALUESF[SQ024];VALUESF[SQ025];VALUESF[SQ026];VALUESF[SQ027];VALUESF[SQ028];VALUESF[SQ029];VALUESF[SQ030];VALUESF[SQ031];VALUESF[SQ032];VALUESF[SQ033];VALUESF[SQ034];VALUESF[SQ035];VALUESF[SQ036];VALUESF[SQ037];VALUESF[SQ038];VALUESF[SQ039];VALUESF[SQ040];VALUESF[SQ041];VALUESF[SQ042];VALUESF[SQ043];VALUESF[SQ044];VALUESF[SQ045];VALUESF[SQ046];VALUESF[SQ047];VALUESF[SQ048];VALUESF[SQ049];VALUESF[SQ050];VALUESF[SQ051];VALUESF[SQ052];VALUESF[SQ053];VALUESF[SQ054];VALUESF[SQ055];VALUESF[SQ056];VALUESF[SQ057];FREQTEAM[SQ001];FREQTEAM[SQ002];FREQTEAM[SQ003];FREQTEAM[SQ004];FREQTEAM[SQ005];FREQTEAM[SQ006];FREQTEAM[SQ007];FREQTEAM[SQ008];FREQTEAM[SQ009];FREQTEAM[SQ010];FREQTEAM[SQ011];FREQTEAM[SQ012];FREQTEAM[SQ013];FREQTEAM[SQ014];FREQTEAM[SQ015];FREQTEAM[SQ016];FREQTEAM[SQ017];FREQTEAM[SQ018];FREQTEAM[SQ019];FREQTEAM[SQ020];FREQTEAM[SQ021];FREQTEAM[SQ022];FREQTEAM[SQ023];FREQTEAM[SQ024];FREQTEAM[SQ025];FREQTEAM[SQ026];FREQTEAM[SQ027];FREQTEAM[SQ028];FREQTEAM[SQ029];FREQTEAM[SQ030];FREQTEAM[SQ031];FREQTEAM[SQ032];FREQTEAM[SQ033];FREQCLIENT[SQ001];FREQCLIENT[SQ002];FREQCLIENT[SQ003];FREQCLIENT[SQ004];FREQCLIENT[SQ005];FREQCLIENT[SQ006];FREQCLIENT[SQ007];FREQCLIENT[SQ008];FREQCLIENT[SQ009];FREQCLIENT[SQ010];FREQCLIENT[SQ011];FREQCLIENT[SQ012];FREQCLIENT[SQ013];FREQCLIENT[SQ014];FREQCLIENT[SQ015];FREQCLIENT[SQ016];FREQCLIENT[SQ017];FREQCLIENT[SQ018];FREQCLIENT[SQ019];FREQCLIENT[SQ020];FREQCLIENT[SQ021];FREQCLIENT[SQ022];FREQCLIENT[SQ023];FREQCLIENT[SQ024];FREQCLIENT[SQ025];FREQCLIENT[SQ026];FREQCLIENT[SQ027];TEAMCRIT[SQ001];TEAMCRIT[SQ002];TEAMCRIT[SQ003];TEAMCRIT[SQ004];TEAMCRIT[SQ005];TEAMCRIT[SQ006];TEAMCRIT[SQ007];TEAMCRIT[SQ008];TEAMCRIT[SQ009];TEAMCRIT[SQ010];TEAMCRIT[SQ011];TEAMCRIT[SQ012];TEAMCRIT[SQ013];TEAMCRIT[SQ014];TEAMCRIT[SQ015];TEAMCRIT[SQ016];TEAMCRIT[SQ017];TEAMCRIT[SQ018];TEAMCRIT[SQ019];TEAMCRIT[SQ020];TEAMCRIT[SQ021];TEAMCRIT[SQ022];TEAMCRIT[SQ023];TEAMCRIT[SQ024];TEAMCRIT[SQ025];TEAMCRIT[SQ026];TEAMCRIT[SQ027];TEAMCRIT[SQ028];TEAMCRIT[SQ029];TEAMCRIT[SQ030];TEAMCRIT[SQ031];TEAMCRIT[SQ032];TEAMCRIT[SQ033];CLIENTCRIT[SQ001];CLIENTCRIT[SQ002];CLIENTCRIT[SQ003];CLIENTCRIT[SQ004];CLIENTCRIT[SQ005];CLIENTCRIT[SQ006];CLIENTCRIT[SQ007];CLIENTCRIT[SQ008];CLIENTCRIT[SQ009];CLIENTCRIT[SQ010];CLIENTCRIT[SQ011];CLIENTCRIT[SQ012];CLIENTCRIT[SQ013];CLIENTCRIT[SQ014];CLIENTCRIT[SQ015];CLIENTCRIT[SQ016];CLIENTCRIT[SQ017];CLIENTCRIT[SQ018];CLIENTCRIT[SQ019];CLIENTCRIT[SQ020];CLIENTCRIT[SQ021];CLIENTCRIT[SQ022];CLIENTCRIT[SQ023];CLIENTCRIT[SQ024];CLIENTCRIT[SQ025];CLIENTCRIT[SQ026];CLIENTCRIT[SQ027];MITIGATIONS[SQ001];MITIGATIONS[SQ002];MITIGATIONS[SQ003];MITIGATIONS[SQ004];MITIGATIONS[SQ005];MITIGATIONS[SQ006];MITIGATIONS[SQ007];MITIGATIONS[SQ008];MITIGATIONS[SQ009];MITIGATIONS[SQ010];MITIGATIONS[SQ011];MITIGATIONS[SQ012];MITIGATIONS[SQ013];MITIGATIONS[SQ014];MITIGATIONS[SQ015];MITIGATIONS[SQ016];MITIGATIONS[SQ017];MITIGATIONS[SQ018];MITIGATIONS[SQ019];MITIGATIONS[SQ020];MITIGATIONS[SQ021];MITIGATIONS[SQ022];MITIGATIONS[SQ023];MITIGATIONS[SQ024];MITIGATIONS[SQ025];MITIGATIONS[SQ026];MITIGATIONS[SQ027];MITIGATIONS[SQ028];MITIGATIONS[SQ029];MITIGATIONS[SQ030];MITIGATIONS[SQ031];MITIGATIONS[SQ032];MITIGATIONS[SQ033];MITIMEASURES[SQ001];MITIMEASURES[SQ002];MITIMEASURES[SQ003];MITIMEASURES[SQ004];MITIMEASURES[SQ005];MITIMEASURES[SQ006];MITIMEASURES[SQ007];MITIMEASURES[SQ008];MITIMEASURES[SQ009];MITIMEASURES[SQ010];MITIMEASURES[SQ011];MITIMEASURES[SQ012];MITIMEASURES[SQ013];MITIMEASURES[SQ014];MITIMEASURES[SQ015];MITIMEASURES[SQ016];MITIMEASURES[SQ017];MITIMEASURES[SQ018];MITIMEASURES[SQ019];MITIMEASURES[SQ020];MITIMEASURES[SQ021];MITIMEASURES[SQ022];MITIMEASURES[SQ023];MITIMEASURES[SQ024];MITIMEASURES[SQ025];MITIMEASURES[SQ026];MITIMEASURES[SQ027];MITIMEASURES[SQ028];MITIMEASURES[SQ029];MITIMEASURES[SQ030];MITIMEASURES[SQ031];MITIMEASURES[SQ032];MITIMEASURES[SQ033];ADDTEAM;ADDCLIENT;FEEDBACK;
137;External;Him/He;Germany;10;Tunisian;3;Italian, Indian, German;No;Yes;No;Yes;Yes;No;Developer;;No;Like me;Like me;Very much like me;Like me;Somewhat like me;Somewhat like me;Like me;Somewhat like me;Like me;Somewhat like me;Somewhat like me;Somewhat like me;Somewhat like me;Very much like me;Very much like me;Like me;Like me;Somewhat like me;Like me;Somewhat like me;Somewhat like me;Like me;Very much like me;Like me;Somewhat like me;Very much like me;Like me;Somewhat like me;Somewhat like me;Very much like me;Like me;Like me;Somewhat like me;Very much like me;A little like me;Very much like me;Very much like me;Very much like me;Like me;A little like me;Somewhat like me;Like me;Somewhat like me;Not like me;Somewhat like me;Like me;Somewhat like me;Like me;Like me;Like me;Like me;Like me;Like me;Like me;Like me;Very much like me;Like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rarely;Never;Never;Rarely;Never;Rarely;Rarely;Sometimes;Rarely;Rarely;Rarely;Never;Rarely;Rarely;Never;Never;Never;Rarely;Rarely;Rarely;Never;Never;Never;Never;Never;Never;Rarely;Never;Never;Rarely;Rarely;Sometimes;Rarely;;;;;;;;;;;;;;;;;;;;;;;;;;;;Problematic;;;Little problematic;;Little problematic;Highly problematic;Problematic;Little problematic;Little problematic;Little problematic;;Highly problematic;Problematic;;;;Problematic;Problematic;Highly problematic;;;;;;;Highly problematic;;;Highly problematic;Problematic;Problematic;Problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;I don't know;I don't know;Yes;Yes;I don't know;I don't know;Yes;Yes;Yes;I don't know;I don't know;I don't know;Yes;I don't know;I don't know;I don't know;Yes;Yes;I don't know;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;I don't know;I don't know;Training;Changes in the hiring process, Training;;;;Showing the effect of neglecting them;;;Showing the advantages of new softwares;Showing the advantages of new infrastructures;;;;;Changes in management level;;;;;Reviewing decisions/plans before starting working on them;;Penalty;;Penalty;;Changing the team for some employees;;;;;;;;Non polite people;;;
138;External;Him/He;Russia;5;Russian;30;Russian;No;No;No;Yes;No;No;Developer;;No;Somewhat like me;Like me;Very much like me;Somewhat like me;Somewhat like me;Not like me;Not like me;Like me;Not like me at all;A little like me;Like me;Not like me at all;Somewhat like me;Like me;A little like me;Very much like me;Very much like me;Not like me at all;Somewhat like me;Like me;Not like me at all;Not like me at all;Like me;A little like me;Like me;Like me;Like me;Not like me;Not like me at all;Somewhat like me;A little like me;Somewhat like me;Not like me at all;Like me;Somewhat like me;Like me;Like me;Not like me;Somewhat like me;Not like me at all;Not like me at all;A little like me;Somewhat like me;Not like me;Somewhat like me;A little like me;Somewhat like me;Somewhat like me;A little like me;A little like me;Not like me;Somewhat like me;A little like me;Not like me;A little like me;Like me;Very much like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Very often;Rarely;Very often;Often;Sometimes;Never;Sometimes;Often;Rarely;Sometimes;Sometimes;Very often;Often;Sometimes;Never;Never;Often;Sometimes;Rarely;Rarely;Often;Rarely;Never;Never;Never;Very often;Never;Never;Rarely;Never;Often;Never;Never;;;;;;;;;;;;;;;;;;;;;;;;;;;;Problematic;Little problematic;Little problematic;Little problematic;Not problematic;;Not problematic;Problematic;Not problematic;Problematic;Not problematic;Highly problematic;Problematic;Little problematic;;;Highly problematic;Problematic;Not problematic;Little problematic;Not problematic;Not problematic;;;;Little problematic;;;Not problematic;;Little problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;I don't know;I don't know;No;No;No;Yes;No;No;No;No;I don't know;Yes;No;No;I don't know;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Knowledge sharing resources;;;;;;;;;Trainings;;;;;;Language courses;;;;;;;;;;;;;;;;;;;;;
139;External;Him/He;Japan;10;Vietnam;5;Vietnam, Japan;Yes;No;No;No;No;Yes;Developer;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;External;Him/He;Germany;15;Brazilian;10;;No;No;No;No;Yes;Yes;Developer;;No;Very much like me;Somewhat like me;Very much like me;Very much like me;Like me;Like me;Somewhat like me;Very much like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Like me;Very much like me;Somewhat like me;Very much like me;Very much like me;Like me;Very much like me;Like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Like me;Very much like me;Like me;Like me;Somewhat like me;Very much like me;Very much like me;Very much like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Rarely;Sometimes;Often;Often;Rarely;Very often;Very often;Very often;Never;Rarely;Very often;Very often;Rarely;Never;Never;Never;Never;Never;Never;Never;Never;Very often;Often;Sometimes;Sometimes;Never;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;External;Him/He;India;3 years;INDIAN;More than 50 ;German, French and Mexican;Yes;Yes;No;Yes;Yes;No;Test Manager / Tester;;No;Like me;Like me;Like me;Very much like me;Like me;Somewhat like me;Like me;Very much like me;Like me;Very much like me;Somewhat like me;Like me;Very much like me;Like me;Very much like me;Like me;Very much like me;Very much like me;Like me;Very much like me;Very much like me;Very much like me;Like me;Like me;Somewhat like me;Very much like me;Very much like me;Like me;Very much like me;Like me;Very much like me;Very much like me;Like me;Like me;Very much like me;Very much like me;Like me;Very much like me;Very much like me;Very much like me;Like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Like me;Like me;Like me;Very much like me;Like me;Like me;Like me;Very much like me;Like me;Somewhat like me;Like me;Like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Often;Rarely;Rarely;Rarely;Never;Never;Rarely;Sometimes;Sometimes;Rarely;Rarely;Rarely;Never;Rarely;Never;Rarely;Never;Never;Never;Rarely;Rarely;Never;Never;Never;Rarely;Rarely;Never;Never;Rarely;Never;Rarely;Never;Rarely;;;;;;;;;;;;;;;;;;;;;;;;;;;;Not problematic;Not problematic;Not problematic;Little problematic;;;Little problematic;Little problematic;Little problematic;Little problematic;Little problematic;Not problematic;;Little problematic;;Little problematic;;;;Little problematic;Little problematic;;;;Little problematic;Little problematic;;;Little problematic;;Not problematic;;Little problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Not till now ;It is better to have  physical meet to the person ones in year or twice , it will bring more understanding towards the  person with whom we are working , virtually  we are not that much connected with ones understanding ;;
143;External;Him/He;Germany;Less than a year ;Brazilian;7;Turkish, Romanian, Bosnian, Ukrainian, German;No;No;No;No;Yes;No;Developer;;No;A little like me;Not like me at all;Very much like me;Somewhat like me;Like me;Like me;Somewhat like me;Like me;Somewhat like me;Like me;Very much like me;Not like me;Like me;Like me;Like me;Somewhat like me;Somewhat like me;Somewhat like me;Like me;Somewhat like me;Not like me;Somewhat like me;Very much like me;Somewhat like me;Somewhat like me;Very much like me;Somewhat like me;Like me;Like me;Somewhat like me;Very much like me;Somewhat like me;Not like me at all;Somewhat like me;Somewhat like me;Very much like me;Very much like me;Like me;Somewhat like me;Not like me;Not like me;Like me;Like me;Not like me at all;Like me;Somewhat like me;Somewhat like me;Not like me at all;Somewhat like me;A little like me;Somewhat like me;Very much like me;Somewhat like me;A little like me;Somewhat like me;Very much like me;Like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sometimes;Rarely;Sometimes;Rarely;Never;Rarely;Sometimes;Rarely;Rarely;Rarely;Rarely;Rarely;Sometimes;Sometimes;Rarely;Rarely;Sometimes;Sometimes;Rarely;Sometimes;Very often;Never;Never;Never;Rarely;Often;Sometimes;Never;Never;Rarely;Very often;Never;Rarely;;;;;;;;;;;;;;;;;;;;;;;;;;;;Little problematic;Not problematic;Little problematic;Little problematic;;Highly problematic;Little problematic;Highly problematic;Highly problematic;Problematic;Little problematic;Highly problematic;Problematic;Little problematic;Little problematic;Little problematic;Problematic;Problematic;Highly problematic;Highly problematic;Problematic;;;;Little problematic;Not problematic;Problematic;;;Problematic;Highly problematic;;Not problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;I don't know;I don't know;No;No;Yes;Yes;No;No;I don't know;I don't know;I don't know;No;Yes;Yes;No;Yes;No;I don't know;Yes;No;No;I don't know;Yes;I don't know;No;I don't know;I don't know;I don't know;Yes;I don't know;No;Yes;No;;;;;We try to do meetings in order to communicate every one about everything that happens;In ours scrum meetings we always try to find out of the business needs are accomplished ;;;;;;;In the sprint review meeting we try to discus about this kind of problems ;In the sprint review meeting we try to discus about this kind of problems ;;The company provides language courses for the expats;;;My team lead always try to keep us informed. But sometimes he misunderstand something;;;;We donâ€™t have this kind of problem. But when something like that happens my team lead always try to solve them. ;;;;;;Until now my team only added members which I consider very good for us. ;;;My team lead always try to keep this kind of pressure away for us;;The main problem is when sometimes the leader and the people that are considered â€œexperiencedâ€ not listen to other opinions. Causing some frustration in the team members ;Our team donâ€™t have any contact to the clients ;;
144;External;Him/He;Germany;10;Indian;10;;No;No;No;No;Yes;No;Developer;;No;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Not like me at all;Not like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Like me;Very much like me;Somewhat like me;Very much like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Not like me;Very much like me;Very much like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Never;Never;Never;Never;Sometimes;Rarely;Never;Never;Never;Never;Never;Never;Sometimes;Never;Never;Sometimes;Rarely;Very often;Often;Sometimes;Never;Never;Never;Never;Often;Rarely;Never;Never;Sometimes;Sometimes;Rarely;Sometimes;Rarely;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Little problematic;Highly problematic;;;;;;;Problematic;;;Little problematic;Little problematic;Highly problematic;Problematic;Highly problematic;;;;;Problematic;Little problematic;;;Not problematic;Little problematic;Problematic;Not problematic;Not problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;Yes;Yes;No;Yes;No;;;;;;;;;;;;;;;;;;Create proper documentation based on the understanding so that it will help for others to understand the project;There should be open chat channel or notification intranet portal;;;;;;;;;;;;;Proper quality analysis;;No;No;Good points covered;
145;External;Him/He;Deutschland;6;Romanian;20;Chinese, German, Polish;No;No;No;No;Yes;Yes;Developer;;No;Somewhat like me;Somewhat like me;Like me;Like me;Like me;Very much like me;Somewhat like me;Somewhat like me;Somewhat like me;Like me;Very much like me;Like me;Somewhat like me;Like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Like me;A little like me;Somewhat like me;Somewhat like me;Somewhat like me;Very much like me;Very much like me;Like me;Somewhat like me;Somewhat like me;Somewhat like me;Somewhat like me;Like me;A little like me;Like me;Somewhat like me;Somewhat like me;Like me;Somewhat like me;Somewhat like me;A little like me;A little like me;Somewhat like me;A little like me;A little like me;Somewhat like me;A little like me;Like me;Like me;Like me;Like me;Like me;Like me;Somewhat like me;A little like me;Like me;Like me;Somewhat like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Often;Often;Often;Very often;Often;Often;Very often;Often;Sometimes;Sometimes;Sometimes;Often;Very often;Often;Often;Sometimes;Often;Very often;Often;Often;Very often;Often;Often;Sometimes;Sometimes;Sometimes;Often;Rarely;Very often;Often;Often;Sometimes;Sometimes;;;;;;;;;;;;;;;;;;;;;;;;;;;;Problematic;Problematic;Problematic;Highly problematic;Little problematic;Problematic;Highly problematic;Problematic;Problematic;Problematic;Problematic;Highly problematic;Highly problematic;Highly problematic;Highly problematic;Problematic;Highly problematic;Highly problematic;Highly problematic;Highly problematic;Problematic;Highly problematic;Problematic;Problematic;Problematic;Problematic;Highly problematic;Highly problematic;Highly problematic;Highly problematic;Problematic;Highly problematic;Little problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;I don't know;I don't know;I don't know;Yes;I don't know;I don't know;I don't know;I don't know;Yes;Yes;I don't know;I don't know;Yes;I don't know;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;I don't know;Yes;Yes;I don't know;I don't know;I don't know;Proper training;Recruiting the right people;Knowledge sharing;;;;Define achivable targets;;;;;Use the right methodology ;Use the right methodology;;;Language courses;;Create documents first;;;Improve lead skills;Soft skills training;Soft skills training;Soft skills training;Define deadlines;;;;;;;;;;;;
146;External;Him/He;Germany;1;Pakistani;8;German, Ukrainian, Indian, Turkish, Austrian, Bosnian;No;No;No;No;No;No;Developer;;No;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;A little like me;Very much like me;Very much like me;Like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Like me;Like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Somewhat like me;Somewhat like me;Very much like me;Somewhat like me;Not like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Very much like me;Very much like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sometimes;Sometimes;Often;Sometimes;Often;Rarely;Often;Very often;Sometimes;Sometimes;Often;Often;Very often;Often;Often;Often;Sometimes;Rarely;Sometimes;Sometimes;Very often;Often;Sometimes;Sometimes;Rarely;Sometimes;Rarely;Never;Sometimes;Sometimes;Often;Often;Sometimes;;;;;;;;;;;;;;;;;;;;;;;;;;;;Problematic;Problematic;Highly problematic;Highly problematic;Highly problematic;Problematic;Highly problematic;Highly problematic;Highly problematic;Highly problematic;Highly problematic;Highly problematic;Highly problematic;Little problematic;Highly problematic;Little problematic;Little problematic;Problematic;Little problematic;Problematic;Problematic;Problematic;Little problematic;Problematic;Highly problematic;Problematic;Problematic;;Problematic;Little problematic;Problematic;Little problematic;Little problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;;Company pays for certifications or books in order to improve skills;;Monthly feedback sessions and reviews from bottom up with exercises that allows participants to provide suggestions to improve leadershio;Multiple communication platforms;Exercise sessions for the upper management to solve issues related to business needs;;;;;;Team activities and get togethers to strengthen the bonds and understanding within teams;Weekly analysis and can narrow down the requirements;group discussions to ensure everybody is on the same page;Multiple reviews and discussions before implementing a solution;;Board of directors resolve such conflicts;Documentation is considered an integral part of software development;quarterly meetings to discuss what is planned and what has been achieved;detailed jira tasks and slack to ensure availability of each team member and immediate query or questioning in case something is not clear ;everybody can talk and everybody is given time to explain his/her opinion;Monthly feedback session where such issues can be discussed ;Monthly feedback session where such issues can be discussed ;Zero tolerance policy and immediately reported;;Flexible working hours;Monthly feedback session where such issues can be discussed ;;Backup freelance developers in contact always;Monthly feedback session where such issues can be discussed ;Monthly feedback session where such issues can be discussed ;Monthly feedback session where such issues can be discussed ;Weekly analysis and can narrow down the requirements;Nop;The clients are not sure themselves what exactly they want.;Nop;
147;External;Her/She;United States;6;Iran;25;Pakistan, India, USA, Italy, Germany, ;No;Yes;No;Yes;Yes;Yes;Developer;;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Somewhat like me;Very much like me;Like me;Very much like me;Very much like me;Like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Like me;Like me;Very much like me;Very much like me;Like me;Somewhat like me;Like me;Very much like me;Somewhat like me;Like me;Very much like me;Very much like me;Very much like me;Very much like me;Like me;Somewhat like me;Somewhat like me;Somewhat like me;Like me;Not like me at all;Like me;Somewhat like me;Somewhat like me;Like me;Very much like me;Very much like me;Somewhat like me;Somewhat like me;Somewhat like me;Like me;A little like me;Very much like me;Like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Very much like me;;Like me;Very much like me;Very much like me;Very much like me;Sometimes;Sometimes;Sometimes;Very often;Often;Often;Sometimes;Rarely;Rarely;Rarely;Rarely;Sometimes;Often;Sometimes;Rarely;Rarely;Very often;Never;Rarely;Sometimes;Sometimes;Sometimes;Sometimes;Rarely;Often;Rarely;Often;Never;Sometimes;Sometimes;Often;Rarely;Sometimes;Sometimes;Very Often;Often;Very Often;Very Often;Often;Very Often;Very Often;Often;Often;Often;Sometimes;Sometimes;Sometimes;Rarely;Often;Often;Often;Sometimes;Sometimes;Sometimes;Sometimes;Often;Often;Often;Often;Often;Problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Little problematic;Problematic;Little problematic;Little problematic;Little problematic;Little problematic;Problematic;Problematic;Problematic;Not problematic;Highly problematic;;Problematic;Problematic;;Little problematic;Problematic;Problematic;Problematic;Problematic;Problematic;;Little problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Highly problematic;Problematic;Highly problematic;Highly problematic;Highly problematic;Problematic;Highly problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Problematic;Not problematic;;Problematic;Problematic;Problematic;Problematic;Little problematic;Little problematic;Highly problematic;No;No;No;No;I don't know;I don't know;No;I don't know;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;So many rules and online system to report;;So many rules and online system to report;;;;So many rules and online system to report;;;;big majority of people from same country and it's not easy to join their group ;;;
